app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435559545234846, ref_stop_time: 2435559545443706, actual_exe_time: 208860, task_app_start_time:2435559543946256, task_sched_time:2435559545222786
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435559547187847, ref_stop_time: 2435559547269177, actual_exe_time: 81330, task_app_start_time:2435559546101576, task_sched_time:2435559547184727
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435559547196097, ref_stop_time: 2435559547302777, actual_exe_time: 106680, task_app_start_time:2435559543946256, task_sched_time:2435559547078467
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435559547533747, ref_stop_time: 2435559547636137, actual_exe_time: 102390, task_app_start_time:2435559543946256, task_sched_time:2435559547530057
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435559548330007, ref_stop_time: 2435559548409207, actual_exe_time: 79200, task_app_start_time:2435559546101576, task_sched_time:2435559548321997
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435559548609787, ref_stop_time: 2435559548709417, actual_exe_time: 99630, task_app_start_time:2435559546101576, task_sched_time:2435559548602197
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435559549396087, ref_stop_time: 2435559549478857, actual_exe_time: 82770, task_app_start_time:2435559548415567, task_sched_time:2435559549379827
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435559551288007, ref_stop_time: 2435559551386647, actual_exe_time: 98640, task_app_start_time:2435559548415567, task_sched_time:2435559551284947
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435559551633427, ref_stop_time: 2435559551724327, actual_exe_time: 90900, task_app_start_time:2435559548415567, task_sched_time:2435559551619957
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435559551650737, ref_stop_time: 2435559551709327, actual_exe_time: 58590, task_app_start_time:2435559550728327, task_sched_time:2435559551647557
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435559552633268, ref_stop_time: 2435559552713488, actual_exe_time: 80220, task_app_start_time:2435559550728327, task_sched_time:2435559552629878
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435559552890428, ref_stop_time: 2435559552987658, actual_exe_time: 97230, task_app_start_time:2435559550728327, task_sched_time:2435559552887518
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435559553935658, ref_stop_time: 2435559554014498, actual_exe_time: 78840, task_app_start_time:2435559553042468, task_sched_time:2435559553928008
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435559554902948, ref_stop_time: 2435559554966068, actual_exe_time: 63120, task_app_start_time:2435559553042468, task_sched_time:2435559554894518
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435559555141898, ref_stop_time: 2435559555223258, actual_exe_time: 81360, task_app_start_time:2435559553042468, task_sched_time:2435559555135718
