app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435057576001633, ref_stop_time: 2435057576111373, actual_exe_time: 109740, task_app_start_time:2435057573150853, task_sched_time:2435057575731393
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435057576238333, ref_stop_time: 2435057576300493, actual_exe_time: 62160, task_app_start_time:2435057574887193, task_sched_time:2435057575992513
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435057577304683, ref_stop_time: 2435057577365283, actual_exe_time: 60600, task_app_start_time:2435057573150853, task_sched_time:2435057577300813
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435057577637473, ref_stop_time: 2435057577739263, actual_exe_time: 101790, task_app_start_time:2435057573150853, task_sched_time:2435057577632253
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435057577796443, ref_stop_time: 2435057577854793, actual_exe_time: 58350, task_app_start_time:2435057576622183, task_sched_time:2435057577646353
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435057578301944, ref_stop_time: 2435057578364494, actual_exe_time: 62550, task_app_start_time:2435057574887193, task_sched_time:2435057578294744
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435057578627354, ref_stop_time: 2435057578726774, actual_exe_time: 99420, task_app_start_time:2435057574887193, task_sched_time:2435057578624144
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435057579298544, ref_stop_time: 2435057579358334, actual_exe_time: 59790, task_app_start_time:2435057578362394, task_sched_time:2435057579293684
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435057579815504, ref_stop_time: 2435057579874694, actual_exe_time: 59190, task_app_start_time:2435057576622183, task_sched_time:2435057579808664
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435057581014574, ref_stop_time: 2435057581112884, actual_exe_time: 98310, task_app_start_time:2435057576622183, task_sched_time:2435057580168604
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435057581224214, ref_stop_time: 2435057581286014, actual_exe_time: 61800, task_app_start_time:2435057580093274, task_sched_time:2435057581006384
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435057581766944, ref_stop_time: 2435057581825264, actual_exe_time: 58320, task_app_start_time:2435057578362394, task_sched_time:2435057581145854
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435057582479204, ref_stop_time: 2435057582576524, actual_exe_time: 97320, task_app_start_time:2435057578362394, task_sched_time:2435057582469454
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435057583046954, ref_stop_time: 2435057583108934, actual_exe_time: 61980, task_app_start_time:2435057580093274, task_sched_time:2435057583041254
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435057583349894, ref_stop_time: 2435057583449944, actual_exe_time: 100050, task_app_start_time:2435057580093274, task_sched_time:2435057583342064
