app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434712755862530, ref_stop_time: 2434712755972630, actual_exe_time: 110100, task_app_start_time:2434712754578920, task_sched_time:2434712755855810
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2434712757991361, ref_stop_time: 2434712758064741, actual_exe_time: 73380, task_app_start_time:2434712756898041, task_sched_time:2434712757987971
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434712758354781, ref_stop_time: 2434712758413431, actual_exe_time: 58650, task_app_start_time:2434712754578920, task_sched_time:2434712758347521
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2434712758687361, ref_stop_time: 2434712758794671, actual_exe_time: 107310, task_app_start_time:2434712754578920, task_sched_time:2434712758682111
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2434712760216461, ref_stop_time: 2434712760282881, actual_exe_time: 66420, task_app_start_time:2434712759267321, task_sched_time:2434712760209591
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434712760223331, ref_stop_time: 2434712760295061, actual_exe_time: 71730, task_app_start_time:2434712756898041, task_sched_time:2434712760067571
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434712760555461, ref_stop_time: 2434712760652271, actual_exe_time: 96810, task_app_start_time:2434712756898041, task_sched_time:2434712760553121
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434712762451461, ref_stop_time: 2434712762526851, actual_exe_time: 75390, task_app_start_time:2434712761525961, task_sched_time:2434712762444351
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2434712762452181, ref_stop_time: 2434712762535671, actual_exe_time: 83490, task_app_start_time:2434712759267321, task_sched_time:2434712762103221
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2434712763038562, ref_stop_time: 2434712763135762, actual_exe_time: 97200, task_app_start_time:2434712759267321, task_sched_time:2434712762770781
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434712764315362, ref_stop_time: 2434712764374762, actual_exe_time: 59400, task_app_start_time:2434712761525961, task_sched_time:2434712764309182
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2434712764620792, ref_stop_time: 2434712764722192, actual_exe_time: 101400, task_app_start_time:2434712761525961, task_sched_time:2434712764610172
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434712764732542, ref_stop_time: 2434712764791222, actual_exe_time: 58680, task_app_start_time:2434712763840072, task_sched_time:2434712764725342
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2434712766502482, ref_stop_time: 2434712766561222, actual_exe_time: 58740, task_app_start_time:2434712763840072, task_sched_time:2434712766493572
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434712766806502, ref_stop_time: 2434712766905772, actual_exe_time: 99270, task_app_start_time:2434712763840072, task_sched_time:2434712766799722
