app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434413505887361, ref_stop_time: 2434413506053771, actual_exe_time: 166410, task_app_start_time:2434413504473641, task_sched_time:2434413505787821
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434413507284792, ref_stop_time: 2434413507367952, actual_exe_time: 83160, task_app_start_time:2434413504473641, task_sched_time:2434413507278222
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434413507567002, ref_stop_time: 2434413507655562, actual_exe_time: 88560, task_app_start_time:2434413504473641, task_sched_time:2434413507560282
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434413508017542, ref_stop_time: 2434413508098602, actual_exe_time: 81060, task_app_start_time:2434413506784691, task_sched_time:2434413507836492
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434413509180432, ref_stop_time: 2434413509258012, actual_exe_time: 77580, task_app_start_time:2434413506784691, task_sched_time:2434413509178062
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434413509454152, ref_stop_time: 2434413509534312, actual_exe_time: 80160, task_app_start_time:2434413506784691, task_sched_time:2434413509451962
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434413510041792, ref_stop_time: 2434413510118952, actual_exe_time: 77160, task_app_start_time:2434413509100902, task_sched_time:2434413510038042
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434413511052552, ref_stop_time: 2434413511129532, actual_exe_time: 76980, task_app_start_time:2434413509100902, task_sched_time:2434413511049732
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434413511305362, ref_stop_time: 2434413511385822, actual_exe_time: 80460, task_app_start_time:2434413509100902, task_sched_time:2434413511301822
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434413512789642, ref_stop_time: 2434413512872472, actual_exe_time: 82830, task_app_start_time:2434413511412732, task_sched_time:2434413512780282
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434413513348993, ref_stop_time: 2434413513429843, actual_exe_time: 80850, task_app_start_time:2434413511412732, task_sched_time:2434413513340713
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434413513604593, ref_stop_time: 2434413513690033, actual_exe_time: 85440, task_app_start_time:2434413511412732, task_sched_time:2434413513596973
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434413514607013, ref_stop_time: 2434413514687143, actual_exe_time: 80130, task_app_start_time:2434413513726273, task_sched_time:2434413514603863
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434413515568183, ref_stop_time: 2434413515645793, actual_exe_time: 77610, task_app_start_time:2434413513726273, task_sched_time:2434413515564463
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434413515821173, ref_stop_time: 2434413515932983, actual_exe_time: 111810, task_app_start_time:2434413513726273, task_sched_time:2434413515818203
