app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434104203856355, ref_stop_time: 2434104203965885, actual_exe_time: 109530, task_app_start_time:2434104202532994, task_sched_time:2434104203842705
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434104205189825, ref_stop_time: 2434104205251835, actual_exe_time: 62010, task_app_start_time:2434104202532994, task_sched_time:2434104205183765
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434104205450915, ref_stop_time: 2434104205510585, actual_exe_time: 59670, task_app_start_time:2434104204272935, task_sched_time:2434104205368685
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434104205515385, ref_stop_time: 2434104205618105, actual_exe_time: 102720, task_app_start_time:2434104202532994, task_sched_time:2434104205444165
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434104206985955, ref_stop_time: 2434104207045565, actual_exe_time: 59610, task_app_start_time:2434104206015215, task_sched_time:2434104206948215
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434104207522715, ref_stop_time: 2434104207583225, actual_exe_time: 60510, task_app_start_time:2434104204272935, task_sched_time:2434104207519565
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434104209000155, ref_stop_time: 2434104209097685, actual_exe_time: 97530, task_app_start_time:2434104204272935, task_sched_time:2434104207848755
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434104209102635, ref_stop_time: 2434104209160325, actual_exe_time: 57690, task_app_start_time:2434104206015215, task_sched_time:2434104208844785
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434104209164735, ref_stop_time: 2434104209224795, actual_exe_time: 60060, task_app_start_time:2434104207746155, task_sched_time:2434104208988035
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434104209399035, ref_stop_time: 2434104209496355, actual_exe_time: 97320, task_app_start_time:2434104206015215, task_sched_time:2434104209396545
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434104210446186, ref_stop_time: 2434104210506186, actual_exe_time: 60000, task_app_start_time:2434104209508835, task_sched_time:2434104210404276
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434104210511736, ref_stop_time: 2434104210574316, actual_exe_time: 62580, task_app_start_time:2434104207746155, task_sched_time:2434104210438386
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434104210769796, ref_stop_time: 2434104210868976, actual_exe_time: 99180, task_app_start_time:2434104207746155, task_sched_time:2434104210763016
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434104212240216, ref_stop_time: 2434104212298416, actual_exe_time: 58200, task_app_start_time:2434104209508835, task_sched_time:2434104212236436
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434104212536496, ref_stop_time: 2434104212632466, actual_exe_time: 95970, task_app_start_time:2434104209508835, task_sched_time:2434104212533556
