app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435468271687457, ref_stop_time: 2435468271797107, actual_exe_time: 109650, task_app_start_time:2435468269910887, task_sched_time:2435468271682897
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435468273291648, ref_stop_time: 2435468273353838, actual_exe_time: 62190, task_app_start_time:2435468269910887, task_sched_time:2435468273034578
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435468273430338, ref_stop_time: 2435468273494238, actual_exe_time: 63900, task_app_start_time:2435468272232108, task_sched_time:2435468273281358
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435468274030848, ref_stop_time: 2435468274132428, actual_exe_time: 101580, task_app_start_time:2435468269910887, task_sched_time:2435468273553638
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435468275208318, ref_stop_time: 2435468275266998, actual_exe_time: 58680, task_app_start_time:2435468272232108, task_sched_time:2435468275203998
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435468275413428, ref_stop_time: 2435468275510898, actual_exe_time: 97470, task_app_start_time:2435468272232108, task_sched_time:2435468275405748
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435468275620338, ref_stop_time: 2435468275679198, actual_exe_time: 58860, task_app_start_time:2435468274550988, task_sched_time:2435468275539188
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435468277556028, ref_stop_time: 2435468277613838, actual_exe_time: 57810, task_app_start_time:2435468274550988, task_sched_time:2435468277550328
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435468277762158, ref_stop_time: 2435468277820268, actual_exe_time: 58110, task_app_start_time:2435468276860658, task_sched_time:2435468277757538
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft2, ref_start_time: 2435468277861248, ref_stop_time: 2435468277976928, actual_exe_time: 115680, task_app_start_time:2435468274550988, task_sched_time:2435468277849848
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435468278718019, ref_stop_time: 2435468278775589, actual_exe_time: 57570, task_app_start_time:2435468276860658, task_sched_time:2435468278710339
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435468278953939, ref_stop_time: 2435468279050479, actual_exe_time: 96540, task_app_start_time:2435468276860658, task_sched_time:2435468278947699
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435468280077529, ref_stop_time: 2435468280139959, actual_exe_time: 62430, task_app_start_time:2435468279172909, task_sched_time:2435468280062439
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435468281873809, ref_stop_time: 2435468281935639, actual_exe_time: 61830, task_app_start_time:2435468279172909, task_sched_time:2435468281866099
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2435468282172189, ref_stop_time: 2435468282272809, actual_exe_time: 100620, task_app_start_time:2435468279172909, task_sched_time:2435468282167779
