app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434028128557442, ref_stop_time: 2434028128670122, actual_exe_time: 112680, task_app_start_time:2434028127257241, task_sched_time:2434028128542982
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434028130077962, ref_stop_time: 2434028130139912, actual_exe_time: 61950, task_app_start_time:2434028128995172, task_sched_time:2434028130067072
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434028131055032, ref_stop_time: 2434028131116892, actual_exe_time: 61860, task_app_start_time:2434028127257241, task_sched_time:2434028131048912
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434028131396822, ref_stop_time: 2434028131500202, actual_exe_time: 103380, task_app_start_time:2434028127257241, task_sched_time:2434028131384432
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434028131969162, ref_stop_time: 2434028132028772, actual_exe_time: 59610, task_app_start_time:2434028130737212, task_sched_time:2434028131768012
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434028132133862, ref_stop_time: 2434028132194372, actual_exe_time: 60510, task_app_start_time:2434028128995172, task_sched_time:2434028132130532
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434028132464882, ref_stop_time: 2434028133498412, actual_exe_time: 1033530, task_app_start_time:2434028128995172, task_sched_time:2434028132455852
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434028133542752, ref_stop_time: 2434028133603412, actual_exe_time: 60660, task_app_start_time:2434028132477872, task_sched_time:2434028133401752
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434028134929503, ref_stop_time: 2434028134990343, actual_exe_time: 60840, task_app_start_time:2434028130737212, task_sched_time:2434028134922453
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434028135326193, ref_stop_time: 2434028135424983, actual_exe_time: 98790, task_app_start_time:2434028130737212, task_sched_time:2434028135317433
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434028135600063, ref_stop_time: 2434028135660993, actual_exe_time: 60930, task_app_start_time:2434028132477872, task_sched_time:2434028135489243
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434028135844143, ref_stop_time: 2434028135944853, actual_exe_time: 100710, task_app_start_time:2434028132477872, task_sched_time:2434028135793143
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434028136089243, ref_stop_time: 2434028136147233, actual_exe_time: 57990, task_app_start_time:2434028134201642, task_sched_time:2434028136081803
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434028136978593, ref_stop_time: 2434028137038143, actual_exe_time: 59550, task_app_start_time:2434028134201642, task_sched_time:2434028136975773
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434028137281413, ref_stop_time: 2434028137377563, actual_exe_time: 96150, task_app_start_time:2434028134201642, task_sched_time:2434028137271813
