app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435711664364467, ref_stop_time: 2435711664555387, actual_exe_time: 190920, task_app_start_time:2435711662894107, task_sched_time:2435711664355587
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435711665771767, ref_stop_time: 2435711665855017, actual_exe_time: 83250, task_app_start_time:2435711664744777, task_sched_time:2435711665763787
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2435711665827057, ref_stop_time: 2435711665988337, actual_exe_time: 161280, task_app_start_time:2435711662894107, task_sched_time:2435711665817487
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435711666398498, ref_stop_time: 2435711666484388, actual_exe_time: 85890, task_app_start_time:2435711662894107, task_sched_time:2435711666181028
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435711667948538, ref_stop_time: 2435711668031038, actual_exe_time: 82500, task_app_start_time:2435711664744777, task_sched_time:2435711667943678
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2435711668035178, ref_stop_time: 2435711668117678, actual_exe_time: 82500, task_app_start_time:2435711667074608, task_sched_time:2435711668026808
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435711668247668, ref_stop_time: 2435711668332718, actual_exe_time: 85050, task_app_start_time:2435711664744777, task_sched_time:2435711668214398
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435711669945998, ref_stop_time: 2435711670025858, actual_exe_time: 79860, task_app_start_time:2435711667074608, task_sched_time:2435711669941678
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435711670264448, ref_stop_time: 2435711670345868, actual_exe_time: 81420, task_app_start_time:2435711667074608, task_sched_time:2435711670258478
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2435711670272698, ref_stop_time: 2435711670357268, actual_exe_time: 84570, task_app_start_time:2435711669375638, task_sched_time:2435711670270118
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435711671259848, ref_stop_time: 2435711671338208, actual_exe_time: 78360, task_app_start_time:2435711669375638, task_sched_time:2435711671255948
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435711671517428, ref_stop_time: 2435711671598368, actual_exe_time: 80940, task_app_start_time:2435711669375638, task_sched_time:2435711671511248
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435711672666099, ref_stop_time: 2435711672749169, actual_exe_time: 83070, task_app_start_time:2435711671686988, task_sched_time:2435711672659649
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435711674426079, ref_stop_time: 2435711674507289, actual_exe_time: 81210, task_app_start_time:2435711671686988, task_sched_time:2435711674420829
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435711674741709, ref_stop_time: 2435711674826489, actual_exe_time: 84780, task_app_start_time:2435711671686988, task_sched_time:2435711674735919
