app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434636650927183, ref_stop_time: 2434636651096893, actual_exe_time: 169710, task_app_start_time:2434636649629892, task_sched_time:2434636650908433
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434636653003633, ref_stop_time: 2434636653083283, actual_exe_time: 79650, task_app_start_time:2434636651946283, task_sched_time:2434636652996313
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434636653487563, ref_stop_time: 2434636653568893, actual_exe_time: 81330, task_app_start_time:2434636649629892, task_sched_time:2434636653472743
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434636653844383, ref_stop_time: 2434636653933093, actual_exe_time: 88710, task_app_start_time:2434636649629892, task_sched_time:2434636653832863
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434636655078973, ref_stop_time: 2434636655158953, actual_exe_time: 79980, task_app_start_time:2434636651946283, task_sched_time:2434636655072733
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434636655297913, ref_stop_time: 2434636655376483, actual_exe_time: 78570, task_app_start_time:2434636654258863, task_sched_time:2434636655294583
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2434636655419983, ref_stop_time: 2434636655583483, actual_exe_time: 163500, task_app_start_time:2434636651946283, task_sched_time:2434636655413293
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434636657575874, ref_stop_time: 2434636657655704, actual_exe_time: 79830, task_app_start_time:2434636654258863, task_sched_time:2434636657204774
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434636657746754, ref_stop_time: 2434636657827184, actual_exe_time: 80430, task_app_start_time:2434636656576574, task_sched_time:2434636657561234
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434636657892764, ref_stop_time: 2434636657973644, actual_exe_time: 80880, task_app_start_time:2434636654258863, task_sched_time:2434636657889944
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434636659560674, ref_stop_time: 2434636659642124, actual_exe_time: 81450, task_app_start_time:2434636656576574, task_sched_time:2434636659550234
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2434636659887944, ref_stop_time: 2434636659978154, actual_exe_time: 90210, task_app_start_time:2434636656576574, task_sched_time:2434636659878404
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434636659888964, ref_stop_time: 2434636659968164, actual_exe_time: 79200, task_app_start_time:2434636658905084, task_sched_time:2434636659783334
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434636661676004, ref_stop_time: 2434636661755474, actual_exe_time: 79470, task_app_start_time:2434636658905084, task_sched_time:2434636661669704
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434636661991844, ref_stop_time: 2434636662073084, actual_exe_time: 81240, task_app_start_time:2434636658905084, task_sched_time:2434636661988244
