app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434758366790201, ref_stop_time: 2434758366900871, actual_exe_time: 110670, task_app_start_time:2434758365512260, task_sched_time:2434758366779161
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434758368914891, ref_stop_time: 2434758369133081, actual_exe_time: 218190, task_app_start_time:2434758367828231, task_sched_time:2434758368906911
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434758369277021, ref_stop_time: 2434758369335071, actual_exe_time: 58050, task_app_start_time:2434758365512260, task_sched_time:2434758369267151
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434758369619351, ref_stop_time: 2434758369720601, actual_exe_time: 101250, task_app_start_time:2434758365512260, task_sched_time:2434758369607201
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434758371173951, ref_stop_time: 2434758371236411, actual_exe_time: 62460, task_app_start_time:2434758370199041, task_sched_time:2434758371155651
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434758372101402, ref_stop_time: 2434758372160712, actual_exe_time: 59310, task_app_start_time:2434758367828231, task_sched_time:2434758372085892
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434758372572672, ref_stop_time: 2434758372671312, actual_exe_time: 98640, task_app_start_time:2434758367828231, task_sched_time:2434758372564872
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434758374268362, ref_stop_time: 2434758374330642, actual_exe_time: 62280, task_app_start_time:2434758370199041, task_sched_time:2434758374264792
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434758374467502, ref_stop_time: 2434758374526872, actual_exe_time: 59370, task_app_start_time:2434758372459062, task_sched_time:2434758374450642
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434758374792792, ref_stop_time: 2434758374894972, actual_exe_time: 102180, task_app_start_time:2434758370199041, task_sched_time:2434758374642702
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434758375693332, ref_stop_time: 2434758375755042, actual_exe_time: 61710, task_app_start_time:2434758374771792, task_sched_time:2434758375681692
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434758375893492, ref_stop_time: 2434758375952652, actual_exe_time: 59160, task_app_start_time:2434758372459062, task_sched_time:2434758375861752
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434758376215962, ref_stop_time: 2434758376311962, actual_exe_time: 96000, task_app_start_time:2434758372459062, task_sched_time:2434758376210142
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434758378341043, ref_stop_time: 2434758378401583, actual_exe_time: 60540, task_app_start_time:2434758374771792, task_sched_time:2434758378320583
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2434758378713613, ref_stop_time: 2434758378810303, actual_exe_time: 96690, task_app_start_time:2434758374771792, task_sched_time:2434758378700893
