app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2433886199235431, ref_stop_time: 2433886199453771, actual_exe_time: 218340, task_app_start_time:2433886197853750, task_sched_time:2433886199225231
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2433886200665651, ref_stop_time: 2433886200744401, actual_exe_time: 78750, task_app_start_time:2433886199598101, task_sched_time:2433886200655961
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2433886200780611, ref_stop_time: 2433886200912521, actual_exe_time: 131910, task_app_start_time:2433886197853750, task_sched_time:2433886200772421
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2433886201109111, ref_stop_time: 2433886201194131, actual_exe_time: 85020, task_app_start_time:2433886197853750, task_sched_time:2433886201102601
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2433886201782611, ref_stop_time: 2433886201862291, actual_exe_time: 79680, task_app_start_time:2433886199598101, task_sched_time:2433886201777991
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2433886202945621, ref_stop_time: 2433886203029201, actual_exe_time: 83580, task_app_start_time:2433886199598101, task_sched_time:2433886202056691
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2433886203123041, ref_stop_time: 2433886203204551, actual_exe_time: 81510, task_app_start_time:2433886201329221, task_sched_time:2433886202929721
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2433886204009601, ref_stop_time: 2433886204088051, actual_exe_time: 78450, task_app_start_time:2433886203066701, task_sched_time:2433886203996101
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2433886205013401, ref_stop_time: 2433886205090921, actual_exe_time: 77520, task_app_start_time:2433886203066701, task_sched_time:2433886205010851
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2433886205271792, ref_stop_time: 2433886205358312, actual_exe_time: 86520, task_app_start_time:2433886203066701, task_sched_time:2433886205265132
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2433886205284002, ref_stop_time: 2433886205365332, actual_exe_time: 81330, task_app_start_time:2433886201329221, task_sched_time:2433886205175971
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2433886205634882, ref_stop_time: 2433886205720892, actual_exe_time: 86010, task_app_start_time:2433886201329221, task_sched_time:2433886205624712
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2433886205706072, ref_stop_time: 2433886205786202, actual_exe_time: 80130, task_app_start_time:2433886204799081, task_sched_time:2433886205702412
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2433886206696852, ref_stop_time: 2433886206776442, actual_exe_time: 79590, task_app_start_time:2433886204799081, task_sched_time:2433886206689292
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2433886206956322, ref_stop_time: 2433886207037832, actual_exe_time: 81510, task_app_start_time:2433886204799081, task_sched_time:2433886206948672
