app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433739127064912, ref_stop_time: 2433739127203002, actual_exe_time: 138090, task_app_start_time:2433739125343722, task_sched_time:2433739127059332
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433739128095352, ref_stop_time: 2433739128154332, actual_exe_time: 58980, task_app_start_time:2433739125343722, task_sched_time:2433739128091452
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433739128217812, ref_stop_time: 2433739128278862, actual_exe_time: 61050, task_app_start_time:2433739127084172, task_sched_time:2433739128215202
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433739128351822, ref_stop_time: 2433739128452682, actual_exe_time: 100860, task_app_start_time:2433739125343722, task_sched_time:2433739128348942
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433739129765932, ref_stop_time: 2433739129825302, actual_exe_time: 59370, task_app_start_time:2433739127084172, task_sched_time:2433739129308942
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433739129846572, ref_stop_time: 2433739129910742, actual_exe_time: 64170, task_app_start_time:2433739128816282, task_sched_time:2433739129756332
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433739130019342, ref_stop_time: 2433739130116062, actual_exe_time: 96720, task_app_start_time:2433739127084172, task_sched_time:2433739130016642
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433739130853402, ref_stop_time: 2433739130914692, actual_exe_time: 61290, task_app_start_time:2433739128816282, task_sched_time:2433739130845692
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433739131091962, ref_stop_time: 2433739131190543, actual_exe_time: 98581, task_app_start_time:2433739128816282, task_sched_time:2433739131085272
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433739131455653, ref_stop_time: 2433739131514423, actual_exe_time: 58770, task_app_start_time:2433739130551182, task_sched_time:2433739131453073
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433739132417303, ref_stop_time: 2433739132475143, actual_exe_time: 57840, task_app_start_time:2433739130551182, task_sched_time:2433739132413013
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433739132647793, ref_stop_time: 2433739132743523, actual_exe_time: 95730, task_app_start_time:2433739130551182, task_sched_time:2433739132645453
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433739133165623, ref_stop_time: 2433739133223883, actual_exe_time: 58260, task_app_start_time:2433739132289473, task_sched_time:2433739133162953
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433739134103873, ref_stop_time: 2433739134161563, actual_exe_time: 57690, task_app_start_time:2433739132289473, task_sched_time:2433739134099973
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433739134334933, ref_stop_time: 2433739134431953, actual_exe_time: 97020, task_app_start_time:2433739132289473, task_sched_time:2433739134332713
