app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433921689354932, ref_stop_time: 2433921689469052, actual_exe_time: 114120, task_app_start_time:2433921688081012, task_sched_time:2433921689349382
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433921690979612, ref_stop_time: 2433921691039222, actual_exe_time: 59610, task_app_start_time:2433921688081012, task_sched_time:2433921690975802
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433921691418212, ref_stop_time: 2433921691522762, actual_exe_time: 104550, task_app_start_time:2433921688081012, task_sched_time:2433921691257652
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433921691527772, ref_stop_time: 2433921691588492, actual_exe_time: 60720, task_app_start_time:2433921689533162, task_sched_time:2433921691410022
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433921691883842, ref_stop_time: 2433921691946062, actual_exe_time: 62220, task_app_start_time:2433921689533162, task_sched_time:2433921691876132
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433921692137642, ref_stop_time: 2433921692236373, actual_exe_time: 98731, task_app_start_time:2433921689533162, task_sched_time:2433921692131192
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433921692499173, ref_stop_time: 2433921692559173, actual_exe_time: 60000, task_app_start_time:2433921691270312, task_sched_time:2433921692354243
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433921693907703, ref_stop_time: 2433921693967343, actual_exe_time: 59640, task_app_start_time:2433921693004883, task_sched_time:2433921693904793
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433921694545083, ref_stop_time: 2433921694603493, actual_exe_time: 58410, task_app_start_time:2433921691270312, task_sched_time:2433921694540673
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433921695688293, ref_stop_time: 2433921695748233, actual_exe_time: 59940, task_app_start_time:2433921693004883, task_sched_time:2433921694862303
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433921695753243, ref_stop_time: 2433921695849813, actual_exe_time: 96570, task_app_start_time:2433921691270312, task_sched_time:2433921694866143
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433921695854883, ref_stop_time: 2433921695917073, actual_exe_time: 62190, task_app_start_time:2433921694738133, task_sched_time:2433921695679923
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433921695929673, ref_stop_time: 2433921696025523, actual_exe_time: 95850, task_app_start_time:2433921693004883, task_sched_time:2433921695926583
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433921696860813, ref_stop_time: 2433921696923693, actual_exe_time: 62880, task_app_start_time:2433921694738133, task_sched_time:2433921696853793
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: fft1, ref_start_time: 2433921697101413, ref_stop_time: 2433921697201583, actual_exe_time: 100170, task_app_start_time:2433921694738133, task_sched_time:2433921697095083
