app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435706598862662, ref_stop_time: 2435706599055622, actual_exe_time: 192960, task_app_start_time:2435706597579772, task_sched_time:2435706598855762
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2435706600995992, ref_stop_time: 2435706601177462, actual_exe_time: 181470, task_app_start_time:2435706597579772, task_sched_time:2435706600991432
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435706601035172, ref_stop_time: 2435706601118392, actual_exe_time: 83220, task_app_start_time:2435706599597452, task_sched_time:2435706601022122
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2435706601404982, ref_stop_time: 2435706601492132, actual_exe_time: 87150, task_app_start_time:2435706597579772, task_sched_time:2435706601398202
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435706602799653, ref_stop_time: 2435706602882153, actual_exe_time: 82500, task_app_start_time:2435706599597452, task_sched_time:2435706602789213
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2435706602885003, ref_stop_time: 2435706602967173, actual_exe_time: 82170, task_app_start_time:2435706601928723, task_sched_time:2435706602868143
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435706603143693, ref_stop_time: 2435706603228443, actual_exe_time: 84750, task_app_start_time:2435706599597452, task_sched_time:2435706603136133
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2435706604782143, ref_stop_time: 2435706604864253, actual_exe_time: 82110, task_app_start_time:2435706601928723, task_sched_time:2435706604777463
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435706605101943, ref_stop_time: 2435706605185733, actual_exe_time: 83790, task_app_start_time:2435706601928723, task_sched_time:2435706605097713
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2435706605133563, ref_stop_time: 2435706605219033, actual_exe_time: 85470, task_app_start_time:2435706604227803, task_sched_time:2435706605123963
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435706606123923, ref_stop_time: 2435706606202913, actual_exe_time: 78990, task_app_start_time:2435706604227803, task_sched_time:2435706606115853
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2435706606381713, ref_stop_time: 2435706606465623, actual_exe_time: 83910, task_app_start_time:2435706604227803, task_sched_time:2435706606377333
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435706607442513, ref_stop_time: 2435706607524623, actual_exe_time: 82110, task_app_start_time:2435706606541403, task_sched_time:2435706607427603
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu2, ref_start_time: 2435706609231204, ref_stop_time: 2435706609309924, actual_exe_time: 78720, task_app_start_time:2435706606541403, task_sched_time:2435706609224304
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2435706609547494, ref_stop_time: 2435706609632724, actual_exe_time: 85230, task_app_start_time:2435706606541403, task_sched_time:2435706609540924
