app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434773545301553, ref_stop_time: 2434773546449234, actual_exe_time: 1147681, task_app_start_time:2434773543584593, task_sched_time:2434773545295613
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434773546454904, ref_stop_time: 2434773546537284, actual_exe_time: 82380, task_app_start_time:2434773545323213, task_sched_time:2434773546431234
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434773546542714, ref_stop_time: 2434773546620114, actual_exe_time: 77400, task_app_start_time:2434773543584593, task_sched_time:2434773546531644
app_id: 0, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434773546751184, ref_stop_time: 2434773546835454, actual_exe_time: 84270, task_app_start_time:2434773543584593, task_sched_time:2434773546748364
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434773547553774, ref_stop_time: 2434773547635164, actual_exe_time: 81390, task_app_start_time:2434773545323213, task_sched_time:2434773547544864
app_id: 1, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434773547829054, ref_stop_time: 2434773547913294, actual_exe_time: 84240, task_app_start_time:2434773545323213, task_sched_time:2434773547821044
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434773548174564, ref_stop_time: 2434773548254964, actual_exe_time: 80400, task_app_start_time:2434773547067144, task_sched_time:2434773548039294
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434773549739214, ref_stop_time: 2434773549818324, actual_exe_time: 79110, task_app_start_time:2434773548791184, task_sched_time:2434773549736244
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434773549822734, ref_stop_time: 2434773549900074, actual_exe_time: 77340, task_app_start_time:2434773547067144, task_sched_time:2434773549802244
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434773549904304, ref_stop_time: 2434773549981644, actual_exe_time: 77340, task_app_start_time:2434773548791184, task_sched_time:2434773549884384
app_id: 2, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434773550022594, ref_stop_time: 2434773550103024, actual_exe_time: 80430, task_app_start_time:2434773547067144, task_sched_time:2434773550019834
app_id: 3, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434773550140404, ref_stop_time: 2434773550220894, actual_exe_time: 80490, task_app_start_time:2434773548791184, task_sched_time:2434773550138184
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 0, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434773551408834, ref_stop_time: 2434773551491664, actual_exe_time: 82830, task_app_start_time:2434773550524104, task_sched_time:2434773551400824
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 1, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434773552370305, ref_stop_time: 2434773552451275, actual_exe_time: 80970, task_app_start_time:2434773550524104, task_sched_time:2434773552364485
app_id: 4, app_name: radar_correlator_api-aarch64, task_id: 2, task_name: DASH_FFT, resource_name: cpu1, ref_start_time: 2434773552625905, ref_stop_time: 2434773552711135, actual_exe_time: 85230, task_app_start_time:2434773550524104, task_sched_time:2434773552617985
